restaurant,tag,url,review,len,rating,count
롤리폴리 꼬또,퓨전음식,1148488047,"['4.27', '999']",2,4.27,999.0
돌곰네,"해물,생선요리",13505971,"['4.39', '999']",2,4.39,999.0
레몬그라스 타이,태국음식,1204470192,"['4.69', '999']",2,4.69,999.0
심연한우,소고기구이,107633518,"['4.6', '675']",2,4.6,675.0
마르케,"카페,디저트",1374995918,"['4.59', '999']",2,4.59,999.0
남다른감자탕 강남을지병원사거리점,감자탕,1080987735,"['4.33', '999']",2,4.33,999.0
강남쪽갈비,"육류,고기요리",42783747,"['4.55', '309']",2,4.55,309.0
수목금토 카페,"카페,디저트",1232387490,"['4.54', '933']",2,4.54,933.0
김천재의육회반한연어 신논현본점,요리주점,38252334,"['4.54', '999']",2,4.54,999.0
완미족발 논현본점,"족발,보쌈",1591617232,"['4.91', '999']",2,4.91,999.0
진대감 논현본점,소고기구이,13410427,"['4.44', '826']",2,4.44,826.0
은화계 도산대로점,닭요리,1649170201,"['4.39', '643']",2,4.39,643.0
영동삼미숯불갈비,돼지고기구이,20601213,"['4.63', '377']",2,4.63,377.0
메리가든,양식,1601317880,"['4.36', '999']",2,4.36,999.0
땅코참숯구이 직영1호점,돼지고기구이,1216618207,"['4.44', '587']",2,4.44,587.0
송포갈비,"육류,고기요리",164280595,"['4.68', '999']",2,4.68,999.0
용용선생 논현점,요리주점,1961194724,['404'],1,,404.0
슈퍼집,종합분식,36470412,"['4.3', '999']",2,4.3,999.0
화다인,"육류,고기요리",1351592138,"['4.76', '772']",2,4.76,772.0
브루하하,와인,11600048,"['4.8', '770']",2,4.8,770.0
스스키노 신사점,일식당,1544449209,['487'],1,,487.0
마요네즈 신논현점,이자카야,1127421435,['320'],1,,320.0
이모가있는집 본점,"찌개,전골",38232881,"['4.55', '935']",2,4.55,935.0
구월의 소철,일식당,1587528278,"['5', '451']",2,5,451.0
계승집,포장마차,1464999012,['306'],1,,306.0
논현오뎅,"오뎅,꼬치",1372829918,"['4.8', '268']",2,4.8,268.0
투뿔등심 논현 본점,소고기구이,21362277,"['4.34', '754']",2,4.34,754.0
대포집 논현본점,돼지고기구이,1609486868,"['4.84', '331']",2,4.84,331.0
우기식당,요리주점,1809466236,"['4.59', '903']",2,4.59,903.0
아낙 본점,한식,20881962,"['4.54', '389']",2,4.54,389.0
빌리언스 서울,바(BAR),1716622269,"['4.92', '551']",2,4.92,551.0
키겐 강남점,일식당,1554402024,"['4.57', '161']",2,4.57,161.0
구루메스시,"초밥,롤",20798498,"['4.69', '861']",2,4.69,861.0
은행골 논현점,"초밥,롤",1623822620,['564'],1,,564.0
육개옥,한식,1985529752,['595'],1,,595.0
영동소금구이 논현본점,"육류,고기요리",32613811,"['4.58', '669']",2,4.58,669.0
쁠로13,베이커리,38555222,"['4.46', '999']",2,4.46,999.0
달래해장 논현영동시장점,한식,1702628561,['149'],1,,149.0
로찌커피 논현점,"카페,디저트",1637343292,"['4.29', '430']",2,4.29,430.0
동대문닭한마리칼국수,닭요리,31564452,"['4.43', '703']",2,4.43,703.0
광주육전,"전,빈대떡",37997384,"['4.37', '569']",2,4.37,569.0
카페 델 꼬또네 강남구청역점,"카페,디저트",1482078310,['305'],1,,305.0
장생건강원,바(BAR),1203544176,"['4.6', '527']",2,4.6,527.0
손국시,"칼국수,만두",1177888625,"['4.39', '999']",2,4.39,999.0
북해도목장,"육류,고기요리",965725656,"['4.32', '410']",2,4.32,410.0
현대순대국,"순대,순댓국",19882368,"['4.38', '772']",2,4.38,772.0
알로하포케 학동점,"다이어트,샐러드",38327984,"['4.38', '999']",2,4.38,999.0
우찬,"육류,고기요리",1159616641,['42'],1,,42.0
삼백호집 신논현점,"육류,고기요리",1325798341,['203'],1,,203.0
해월,일식당,1851080812,"['4.88', '419']",2,4.88,419.0
백암왕순대,"순대,순댓국",20631387,"['4.45', '752']",2,4.45,752.0
서울호떡 논현직영점,호떡,1150149691,"['4.4', '813']",2,4.4,813.0
PDR,양식,1169550040,"['4.63', '185']",2,4.63,185.0
대삼식당,돼지고기구이,38654935,"['4.48', '634']",2,4.48,634.0
닙스,양식,1581253302,['119'],1,,119.0
히로야,일본식라면,1365049906,"['4.43', '512']",2,4.43,512.0
달맞이 투,생선회,1045786490,['400'],1,,400.0
파머스키친 강남점,햄버거,1324576148,['108'],1,,108.0
헤비스모커,바(BAR),1742195691,"['4.41', '316']",2,4.41,316.0
난장캠프,"육류,고기요리",34249769,"['4.68', '999']",2,4.68,999.0
팔당닭발,닭발,32602513,"['4.52', '999']",2,4.52,999.0
한우오마카세 비플리끄그릴,소고기구이,472172486,"['4.43', '357']",2,4.43,357.0
작은뜰,와인,1150520764,"['4.72', '126']",2,4.72,126.0
더플레이트 논현동점,이탈리아음식,13517177,"['4.27', '999']",2,4.27,999.0
탕탕집 논현본점,감자탕,37867681,"['4.38', '999']",2,4.38,999.0
불이아 강남점,중식당,11818472,"['4.49', '716']",2,4.49,716.0
오스테리아 나뚜라,이탈리아음식,1032109304,['166'],1,,166.0
맷카페,"카페,디저트",1896940114,"['4.51', '913']",2,4.51,913.0
해피해피케이크,케이크전문,1070527862,"['4.42', '516']",2,4.42,516.0
외계인방앗간 본점,베이커리,33879353,"['4.48', '999']",2,4.48,999.0
달잔,요리주점,1613219033,"['4.95', '309']",2,4.95,309.0
일등가 한우만찬 강남점,정육식당,1526748736,"['24', '449']",2,24,449.0
136길 육미,한식,37996835,"['4.47', '999']",2,4.47,999.0
논현양꼬치,양꼬치,18518437,"['4.43', '473']",2,4.43,473.0
강남설렁탕,"곰탕,설렁탕",10976693,"['4.37', '461']",2,4.37,461.0
정육공방,소고기구이,1240960957,"['4.31', '234']",2,4.31,234.0
양꽃 강남점,양갈비,1828224291,"['4.99', '702']",2,4.99,702.0
우제홍참치 논현점,일식당,32308138,"['4.34', '695']",2,4.34,695.0
르 캬바레 도산,바(BAR),1001683359,"['4.46', '597']",2,4.46,597.0
논현194,이자카야,1051121579,"['4.93', '120']",2,4.93,120.0
현해,복어요리,31168837,"['4.31', '204']",2,4.31,204.0
Orner,"카페,디저트",1840458024,"['4.46', '324']",2,4.46,324.0
멘야산다이메,일본식라면,20132822,"['4.31', '999']",2,4.31,999.0
다이닝포레,한식,1945446361,"['4.95', '301']",2,4.95,301.0
스시나미키,"초밥,롤",741700898,"['4.76', '378']",2,4.76,378.0
짱군떡볶이,떡볶이,1458630035,"['4.46', '152']",2,4.46,152.0
우기식당 육지2호점,요리주점,1269345123,"['4.6', '550']",2,4.6,550.0
모스가든,양식,1899944311,['845'],1,,845.0
토가라시,이자카야,292501040,"['4.35', '889']",2,4.35,889.0
웰컴투유토피아,"카페,디저트",1705392665,['214'],1,,214.0
명륜진사갈비 강남구청점,"육류,고기요리",1737034074,"['4.39', '738']",2,4.39,738.0
고씨네고추장찌개 신논현점,포장마차,1754058199,['204'],1,,204.0
강남어시장,생선회,1432555498,"['4.17', '416']",2,4.17,416.0
에이치마켓,베이커리,1961533564,"['3.98', '583']",2,3.98,583.0
유정식당,돼지고기구이,31744281,"['4.34', '860']",2,4.34,860.0
그림나베 학동역점,샤브샤브,1182846928,"['4.38', '590']",2,4.38,590.0
와슈다이닝 슈토,일식당,212256181,"['4.78', '305']",2,4.78,305.0
이층고깃집 강남구청역점,소고기구이,38269378,"['4.72', '999']",2,4.72,999.0
홍문골,한식,1462240358,['89'],1,,89.0
명당 술이 맛있는 집,요리주점,1228282259,['256'],1,,256.0
논현동 조개전골 논현본점,조개요리,34646496,"['4.45', '471']",2,4.45,471.0
양출서울,와인,1871469872,"['4.8', '63']",2,4.8,63.0
쿠시텐,이자카야,1331772122,"['4.3', '257']",2,4.3,257.0
마포숯불갈비,"육류,고기요리",19867390,['470'],1,,470.0
영동포차,포장마차,1415008843,"['4.45', '268']",2,4.45,268.0
다님길,요리주점,1066951526,['209'],1,,209.0
육일점,돼지고기구이,37420971,"['4.41', '622']",2,4.41,622.0
모토이시 도산공원점,"육류,고기요리",1286991991,"['4.51', '167']",2,4.51,167.0
와사이진,일식당,1365918313,"['4.79', '537']",2,4.79,537.0
돼지연구소 논현직영점,돼지고기구이,36084418,"['4.65', '330']",2,4.65,330.0
달수네 소곱창,"곱창,막창,양",1712994319,"['4.79', '486']",2,4.79,486.0
주방류,중식당,1664979789,"['4.58', '530']",2,4.58,530.0
아카라,이자카야,1842455561,"['4.51', '423']",2,4.51,423.0
논골집 영동점,소고기구이,18557409,"['4.2', '502']",2,4.2,502.0
만두의전설,만두,33077999,"['4.43', '728']",2,4.43,728.0
아우어베이커리 싸이더스점,베이커리,773592092,"['4.41', '999']",2,4.41,999.0
폭풍갈비 강남점,"육류,고기요리",1565757485,"['4.86', '669']",2,4.86,669.0
호별관,일식당,1511230577,"['4.84', '232']",2,4.84,232.0
완스,와인,1641417468,['38'],1,,38.0
트리블리 와인바,와인,1549807378,['212'],1,,212.0
양파이 논현점,양꼬치,1520771786,['35'],1,,35.0
마이니치라멘,일본식라면,1017151589,"['4.35', '590']",2,4.35,590.0
청계산갈비살,"육류,고기요리",18509142,"['4.22', '260']",2,4.22,260.0
외가집,한식,1447938016,"['4.78', '263']",2,4.78,263.0
스위츠플래닛,베이커리,19877616,"['4.34', '661']",2,4.34,661.0
파퓰러커피로스터스,"카페,디저트",1393865544,"['4.74', '341']",2,4.74,341.0
영동원삼겹살,돼지고기구이,18509106,"['4.38', '999']",2,4.38,999.0
세종한우정육점식당 2호점,정육식당,34463139,"['4.41', '999']",2,4.41,999.0
롤리폴리 꼬또,양식,1803784882,['103'],1,,103.0
스시이로,일식당,1477375915,['88'],1,,88.0
노란상 소갈비 본점,한식,1117746938,"['4.48', '999']",2,4.48,999.0
명동칼국수샤브샤브 학동점,"칼국수,만두",38229656,"['4.37', '923']",2,4.37,923.0
비노비스,와인,1064310520,"['4.87', '548']",2,4.87,548.0
비메이저,양식,1409475718,['186'],1,,186.0
삼청골명가 더수제비,한식,20366586,"['4.42', '882']",2,4.42,882.0
서울황태,"맥주,호프",1681344490,"['4.13', '268']",2,4.13,268.0
소호,양식,1570450695,['115'],1,,115.0
에이엔아더 논현점,"카페,디저트",1183268711,['180'],1,,180.0
더바른정육식당,"육류,고기요리",37765304,"['4.55', '783']",2,4.55,783.0
멜랑즈,와인,1223475134,"['4.4', '83']",2,4.4,83.0
Fiera,양식,1165718841,['32'],1,,32.0
봉평본가메밀촌 논현본점,막국수,13150134,"['4.29', '896']",2,4.29,896.0
누아르,와인,1913177197,"['4.87', '438']",2,4.87,438.0
씨엔 테라스 라운지,양식,1819651426,"['4.5', '364']",2,4.5,364.0
아부라소바,일본식라면,1344390184,['449'],1,,449.0
카페 오씨씨,"카페,디저트",1068615402,"['4.6', '516']",2,4.6,516.0
신신양꼬치,양꼬치,1925266618,"['4.47', '403']",2,4.47,403.0
계작살,닭갈비,1855855409,['143'],1,,143.0
회식의달인 신논현점,고기뷔페,1714495950,"['4.8', '999']",2,4.8,999.0
우슴,요리주점,1136987923,"['24', '120']",2,24,120.0
몽미 논현직영점,돼지고기구이,1251511748,['76'],1,,76.0
송씨해물점,포장마차,37441989,"['4.44', '518']",2,4.44,518.0
천지함,이자카야,1738666534,"['4.43', '258']",2,4.43,258.0
원조소금구이,"육류,고기요리",11711941,"['4.31', '365']",2,4.31,365.0
난바우동 강남본점,"우동,소바",1683909619,"['4.62', '546']",2,4.62,546.0
남서울민물장어,"장어,먹장어요리",11723503,"['4.28', '298']",2,4.28,298.0
첨벙아구찜 신사점,"아귀찜,해물찜",12981417,"['4.32', '638']",2,4.32,638.0
아침가리긴밭,한식,20724954,"['4.08', '180']",2,4.08,180.0
데쎄르룸,"카페,디저트",1186273027,"['4.65', '466']",2,4.65,466.0
커피휘엘,"카페,디저트",35769705,"['4.58', '921']",2,4.58,921.0
육다시오,이자카야,36391367,"['4.66', '117']",2,4.66,117.0
이층집 닭도리탕,요리주점,1270115043,"['4.82', '507']",2,4.82,507.0
일품황소곱창,"곱창,막창,양",1592691578,"['4.39', '227']",2,4.39,227.0
토말 본점,한식,13485962,"['3.87', '300']",2,3.87,300.0
고부시,이자카야,1666006755,['364'],1,,364.0
아리,이자카야,1216371715,['70'],1,,70.0
향방,중식당,33647127,"['4.47', '463']",2,4.47,463.0
손국시,한식,19882374,"['4.34', '557']",2,4.34,557.0
에이엔아더,"카페,디저트",1970653518,"['4.54', '751']",2,4.54,751.0
디히랑,한식,981579658,"['4.77', '279']",2,4.77,279.0
화로상회 강남논현점,고기뷔페,1230269899,"['4.43', '423']",2,4.43,423.0
루젤라,퓨전음식,1692479190,['47'],1,,47.0
홍신애솔트 2호점,이탈리아음식,1447487711,"['4.59', '177']",2,4.59,177.0
심야식당모모,이자카야,1057786070,"['4.29', '324']",2,4.29,324.0
논현감자탕,감자탕,1702659927,"['4.28', '329']",2,4.28,329.0
js가든 블랙,중식당,37432843,"['4.02', '197']",2,4.02,197.0
디핀고,양식,1102504151,['17'],1,,17.0
카츠공방 신사역점,돈가스,1190035871,['347'],1,,347.0
토담골 논현점,한식,11725455,"['4.24', '499']",2,4.24,499.0
현복집 강남본점,복어요리,11679506,"['4.4', '260']",2,4.4,260.0
포크댄스,돼지고기구이,1605812660,"['4.76', '999']",2,4.76,999.0
Bar240,바(BAR),1517210526,['54'],1,,54.0
송탄부대찌개본점,"찌개,전골",12789480,"['4.25', '595']",2,4.25,595.0
부엉이 식당,일식당,1824038108,"['4.33', '593']",2,4.33,593.0
광명수산 영동점,생선회,18520281,"['4.21', '638']",2,4.21,638.0
원강,"육류,고기요리",11678576,"['4.26', '658']",2,4.26,658.0
민주식당 논현점,"육류,고기요리",1577324436,"['4.28', '351']",2,4.28,351.0
진전복삼계탕 논현직영점,"백숙,삼계탕",1913718125,"['4.66', '995']",2,4.66,995.0
해랑,"해물,생선요리",36364192,"['4.4', '426']",2,4.4,426.0
비크 이 뮈르달,양식,1633635130,['272'],1,,272.0
스타벅스 강남구청역점,카페,11684134,"['4.41', '999']",2,4.41,999.0
만득이곱창,"곱창,막창,양",584533223,"['4.41', '564']",2,4.41,564.0
착한부자 다이어트 도시락,"다이어트,샐러드",1648858709,"['4.29', '340']",2,4.29,340.0
농장사람들 논현직영점,"육류,고기요리",798199268,"['4.3', '756']",2,4.3,756.0
테라스룸,양식,1724662353,"['4.3', '999']",2,4.3,999.0
페어링룸,이탈리아음식,38692429,"['4.49', '999']",2,4.49,999.0
야나기일식집 초밥스시 청담역점,일식당,11725390,"['4.49', '999']",2,4.49,999.0
스케줄청담,양식,1793289940,['999'],1,,999.0
오아시스 청담점,브런치,13117552,['999'],1,,999.0
추카페 서울,"카페,디저트",1116307470,['204'],1,,204.0
디슬로우,피자,1567548239,"['4.87', '999']",2,4.87,999.0
정식당,한식,13320884,"['999', '2023']",2,999,2023.0
우정,"육류,고기요리",1642364450,['270'],1,,270.0
이차 청담점,요리주점,38758218,"['4.22', '390']",2,4.22,390.0
고센인코퍼레이티드 청담점,카페,11585300,"['4.12', '999']",2,4.12,999.0
새벽집 청담동점,소고기구이,11680234,"['4.21', '999']",2,4.21,999.0
펄쉘,프랑스음식,1667563239,"['4.33', '506']",2,4.33,506.0
영천영화 청담점,소고기구이,13124988,"['4.37', '999']",2,4.37,999.0
청담25,한식,1975249052,"['4.26', '480']",2,4.26,480.0
기욤 청담점,베이커리,13093133,"['4.34', '999']",2,4.34,999.0
레스토랑 덱스터,프랑스음식,1756361063,['458'],1,,458.0
BOME CHEONGDAM,양식,1069165695,['999'],1,,999.0
쿠촐로 테라짜,이탈리아음식,1942871806,"['4.28', '657']",2,4.28,657.0
풍천가 청담점,"장어,먹장어요리",1557362171,"['4.58', '999']",2,4.58,999.0
덕후선생,중식당,1985261697,"['4.25', '999']",2,4.25,999.0
우마마,양식,1887318928,"['4.9', '800']",2,4.9,800.0
우블링 청담점,소고기구이,1561853968,"['4.6', '999']",2,4.6,999.0
수다 청담점,이자카야,1137960902,"['4.65', '938']",2,4.65,938.0
영동교집 청담직영점,돼지고기구이,1782110563,"['4.51', '999']",2,4.51,999.0
첼시스하이볼 청담점,바(BAR),1302783006,"['5', '96']",2,5,96.0
신의주찹쌀순대,"순대,순댓국",11717080,"['4.25', '999']",2,4.25,999.0
파불라,중식당,37609477,"['4.53', '999']",2,4.53,999.0
시고로,양식,1738395785,"['4.62', '999']",2,4.62,999.0
쵸이닷,이탈리아음식,280965665,"['4.52', '999']",2,4.52,999.0
몽중헌 청담점,중식당,13506631,"['4.46', '999']",2,4.46,999.0
한남타츠 청담점,이자카야,1205423903,['53'],1,,53.0
남산터 청담본점,"찌개,전골",1445506871,"['4.46', '837']",2,4.46,837.0
뜨락,소고기구이,11721969,"['4.43', '999']",2,4.43,999.0
마코토 청담점,일식당,20451517,"['4.34', '999']",2,4.34,999.0
미미미 가든,이탈리아음식,1142373052,"['4.15', '955']",2,4.15,955.0
흑우정,소고기구이,1869473534,"['4.3', '397']",2,4.3,397.0
벨뷰,바(BAR),1891523050,"['4.63', '605']",2,4.63,605.0
청담해정,"찌개,전골",1006524862,['614'],1,,614.0
퀸즈파크 청담점,브런치,38733965,"['4.38', '999']",2,4.38,999.0
긴자 청담점,일식당,32406749,"['4.42', '999']",2,4.42,999.0
피플더테라스,양식,1825152608,"['4.56', '999']",2,4.56,999.0
트리아농,"카페,디저트",21608119,"['4.38', '999']",2,4.38,999.0
제스트,바(BAR),1723660386,"['4.77', '286']",2,4.77,286.0
라팰리스 청담,양식,1239493658,['644'],1,,644.0
카페 디올,카페,37161914,['999'],1,,999.0
네모집 청담점,소고기구이,1157778696,"['4.23', '268']",2,4.23,268.0
바티센트 Bar Tea Scent,바(BAR),1390786893,"['4.77', '300']",2,4.77,300.0
Benebene2010,이탈리아음식,1109069328,"['4.58', '394']",2,4.58,394.0
도쿄등심 청담점,소고기구이,38274774,"['4.52', '999']",2,4.52,999.0
호무랑,일식당,31139908,"['4.41', '999']",2,4.41,999.0
정식카페,"카페,디저트",37891358,['999'],1,,999.0
세야스시,"초밥,롤",36680497,"['4.45', '999']",2,4.45,999.0
텐핑거 청담점,햄버거,1713256632,['315'],1,,315.0
앤더슨씨 청담점,브런치,440130507,"['4.35', '813']",2,4.35,813.0
청담골,한식,11477316,"['4.3', '999']",2,4.3,999.0
피양옥,냉면,633681210,"['4.31', '999']",2,4.31,999.0
청담고수 청담점,"육류,고기요리",1008380466,"['4.16', '545']",2,4.16,545.0
리사르커피 청담점,카페,1044102504,"['4.61', '999']",2,4.61,999.0
라티지,"카페,디저트",1561132957,"['4.7', '245']",2,4.7,245.0
갓포호빈,일식당,1943469752,"['4.62', '192']",2,4.62,192.0
노마드,바(BAR),35742830,"['4.82', '292']",2,4.82,292.0
더그릴630,"육류,고기요리",1026918108,"['4.4', '436']",2,4.4,436.0
나리식당,돼지고기구이,1444125727,"['4.34', '794']",2,4.34,794.0
명월당,요리주점,1180508014,['171'],1,,171.0
